id	text	misogynous	misogyny_category	target
274	Don't you hate when bitches act like sluts but aren't even down? Like that bitch from American Beauty.	1	sexual_harassment	passive
275	@SnowhyPM WHITE CRACKER BITCH YOUR MOMS A SLUT BITCH	1	discredit	active
276	@lenatheplug The difference is you promote being a slut you dumb bitch you should go fuck yourself and stick some a… https://t.co/cBwXZdMkP4	1	discredit	active
277	@RMProductionXXX Where is that Darlene Vega slut bitch? That bitch is amazing	1	discredit	active
278	@sterlingtoth @JayceeJuice3 jayceejuice is a whore does she have sex talk with you too? Does she send you picks also she's a fucking slut	1	discredit	active
279	Real old whore slut and granny with thirsty vagina https://t.co/8M6jsVWvro	1	sexual_harassment	passive
280	Yet another fame hungry whore Natasha Prince. More bullshit claims to give her tv time. Pathetic slut. Hope shes sent to jail #LockHerUp	1	discredit	active
281	Suck a whore you slut	1	sexual_harassment	passive
282	@LislAK @rosemcgowan @dailynation I've noticed. Not all men are raping or harassing women but unfortunately that's… https://t.co/Ezrko0knA2	1	sexual_harassment	passive
283	I'm actually really happy your ass got pregnant and that you're having a shotgun wedding. Karma is a bitch you cheating skank	1	discredit	active
284	@charliekirk11 Skank traitor bitch @HillaryClinton	1	discredit	active
285	@RayvenFlake - little skank!! People here might not realize what a masochistic little whore you are. *frost pushed… https://t.co/LfEJYHi8ie	1	discredit	active
286	Punch that girl right in the skank	1	sexual_harassment	active
287	@realDonaldTrump Do people laugh at this stupid woman & her crazy hats in the U.S? We're finding it hysterical here in the U.K.	1	discredit	active
288	#MaleDominance let's get it trending!	1	dominance	passive
289	Women: 'started from the bottom, still here'	1	dominance	passive
290	When you suck dick in the limo right before the red carpet... https://t.co/EVUUtUj9ys	1	sexual_harassment	active
291	Katie - You are a toxic bitch and will always be one. You got your way. I am going to be fired again anyways. You toxic bitch.	1	stereotype	active
292	Bitch you can't keep up so stop trying	1	dominance	active
293	Apparently, you /can/ turn a hoe into a housewife	1	stereotype	passive
294	Why you always actin mad? Always bringin' up my past You in your feelings about a hoe that don't matter Know that I'll give you my last	1	stereotype	active
295	@tinaokore But you are one if the concubines whose reasoning capacities are embedded in your cunt	1	stereotype	active
296	I'm just over here laughing at how this little ol' white girl came at Sam and thought she was gonna win... LIKE BITCH DO YOU KNOW WHO WE ARE	1	dominance	active
297	@thebradfordfile Sweet. Broke-assed bitch will shut her jizz-hole for once. Once.	1	dominance	active
298	@swansonian Apparently, once removed from packaging, you can see the strategically placed bloodied hole in the middle of that one.	1	stereotype	passive
299	@nonracialnigger Wow shut up you whore	1	dominance	active
300	“What’s wrong you pathetic little slut, can’t take much of daddy’s cock like you thought you did? Can you?”	1	dominance	active
301	@SMHussainAzAD @Rakeshsharma380 @ZeeNews In Saudi &; Dubai if a man rape a woman with condom than semen isn't found in Vagina than how do Sharia Law tackle? I tell u punish the Woman	1	derailing	passive
302	' A HOE does ANYthing for ANY man, A FREAK does ANYthing for HER man, and A WOMAN does ANYthing for ONE man!'	1	stereotype	passive
303	@lmchristi1 It's a nice butt. But I didn't think you were a slut. I thought you might be a 300 lb man tweeting in your stained wife beater. 👊🏻	1	stereotype	passive
304	It's like it's always the ones YOU CARE FOR THE LEAST that be talking so much shit like bitch I'm not even paying attention to you lil whore	1	dominance	active
305	Only men have a dick they can insert without consent, and women doing other shit. Not that women can't rape &amp; sexually harass either.	1	derailing	passive
306	Celibacy to women = Searching for new dick	1	stereotype	passive
307	Told “that tight dress is what makes you a whore” 😍😍😍😍 https://t.co/A9K0J3pK9T	1	derailing	passive
308	My grandma called her hoe she said bitch you a hoe yourself going with a married man and go to church every week LMFAOOOOOOOOOOOOOOOOOOOOOOO	1	stereotype	active
309	I just wanna know why the girl dont like me 😭😂 What I ever do to you hoe? Other than give you rides and be nice to you 😂🤦🏻‍♀️ Hating ass hoe	1	dominance	active
310	How can a bitch fuck with a man who has a girlfriend .. A PREGNANT GIRLFRIEND LMAO fucking hoes	1	stereotype	passive
311	No girl is even capable of developing morals until they get the slut fucked out of them. Welcome to my generation	1	stereotype	passive
312	my girl did her little hoe magic & got us a guy to get us 3 GLASSES OF FUCKINH HARD LIQUOR so you know the party is… https://t.co/W7JpiC9xIi	1	dominance	active
313	loved her anyway and now she just a hoe. I love when they acting hard but pussy on the low.	1	stereotype	active
314	@imogenhowson LOL, you do dress like a slut :-) you look excellent.It entertains me that you have the slutty dressing covered while I do the slutty acting	1	derailing	active
315	@polNewsInfinity Dont forget: in event of a woman accusing men of rape;under sharia you just dig a hole, tie her hands, put her in hole, stone her to death	1	derailing	passive
316	When a man gives his opinion, he's a man. When a woman gives her opinion, she's a bitch. - Bette Davis	1	stereotype	active
317	dumbass: why don't women come forward about sexual assault? [women come forward] dumbass: WHORE! LIAR! WHAT WERE YOU WEARING? YOU PROBABLY ASKED FOR IT! dumbass: just don't understand why women don't come forward?	1	derailing	passive
318	Me personally I would've dragged that girl down the stairs lol but she was getting it..beat that fat hoe 😂😂	1	derailing	passive
319	@hiJaylaJolie That the only job a woman can have .. they the best at this job love ❤️ Dick Sucking	1	stereotype	passive
320	7: because every single fucking woman in Austin, is nothing but a gold-digging bitch.	1	stereotype	passive
321	Bitch are you fucking kidding me??? So if women get hit by their husbands its cuz they're hitam?? Not bc he's an abusive asshole?? 😒😒 https://t.co/afVBebxRVo	1	derailing	active
322	Last night God took Dan out of the He She and now women won't find as much energy to bitch w/ about men. The bogus agenda needs to stop now	1	stereotype	passive
323	@jul_hamomelett sorry sweetie, but women are the causes of all problems	1	stereotype	passive
324	RT @JWMofficial: If you play field hockey there's a good chance you're a lesbian.	1	stereotype	active
325	What do women and condoms have in common? If they're not on your dick they're in your wallet	1	stereotype	passive
326	@DontKillMyVibe9 We understand. They need to understand that men are born to be in control. Thanks for supporting our cause!	1	dominance	passive
327	@causticbob Good one Bob! Show her who the real boss is! And keep up the support for our cause.	1	dominance	active
328	@KissMyCassx @trishapaytas Wow! Great video. Rare to find women who agree with us. Thanks for the support. #MaleDomination	1	dominance	passive
329	RT @SexualTruth: Men are smarter than women that's why women always get played by men. #Truth	1	stereotype	passive
330	#didyouknow the male brain is 3.4 times larger than the female brain? #maledominance	1	dominance	passive
331	RT @JacobScottStill: If you're a girl and don't make me food when I ask/tell, there's a good chance I might just hit you #MaleDominance	1	dominance	passive
332	Women drivers no survivors	1	stereotype	passive
333	retweet to end womens suffrage	1	dominance	passive
334	@_gracedarlene rape is no joke and something we do not support, the kitchen needs to be cleaned by the way.	1	stereotype	passive
335	This account was temporarily inactive due to an irrational woman reporting us to Twitter. What a lack of judgement, shocking. #YesAllMen	1	stereotype	passive
336	How many feminists does it take to change a lightbulb? Trick question, feminists can't change anything	1	stereotype	passive
337	What's the difference between a blonde and a washing machine? A washing machine won't follow you around all day after you drop a load in it	1	stereotype	passive
338	Why do husbands die before their wives? Because they want to	1	stereotype	passive
339	What's the difference between a pencil arguing and a woman arguing? A pencil has a point	1	stereotype	passive
340	Why did God create lesbians? So feminists couldn't breed	1	stereotype	passive
341	What do you call a woman who has lost 95% of her intelligence? Divorced	1	stereotype	passive
342	Mathematicians know best (women have your man translate these symbols for you if you're confused) #YesAllMen http://t.co/sgfPaYfGzE	1	dominance	passive
343	@yagretbigwazak @emo_138 @aqsa_jamal thanks man, sometimes we gotta state the obvious for the women, this is a parody account #YesAllMen	1	dominance	passive
344	@EvrydayFeminism Sexism goes both ways. some advice: stop whining and use your man's money for things other than mini skirts #YesAllMen	1	derailing	passive
345	How are women and rocks alike? You skip the flat ones	1	stereotype	passive
346	#YesAllMen because every 14 seconds a man's butt is looked at without permission.	1	derailing	passive
347	For the viewers who are unable to read a bio, this account is for pure entertainment. Its a joke, like woman's rights. #YesAllMen	1	dominance	passive
348	@SportsCenter air time for men =24 hours, women =0 hours. #yesallmen	1	dominance	passive
349	When you join a relationship women leave this part out #YesAllMen http://t.co/fSDIJBfdoU	1	stereotype	passive
350	a women without a man is like a car without an engine; it doesnt work.	1	dominance	passive
351	What do smart women do for a living? What they're told. #YesAllMen	1	stereotype	passive
352	Women want their companies to pay for birth control? Bullshit. Anal is free birth control. #YesAllMen	1	derailing	passive
353	Feminists have a few valid arguments worth talking about. lol jk	1	derailing	passive
354	#TeenWolf #menstruafacts Question of the Day: When does a #feminist forget feminism? Answer: When the restaurant check hits the table.	1	stereotype	passive
355	Idk what feminists are pissed about.. You get free access to our wallets and all you have to do in return is cook and suck our weiners.	1	stereotype	passive
356	#WomenAgainstFeminism #SomebodyToTris #MensHealth The #feminists are running scared. Men are fighting #feminism. http://t.co/DapbomSQnA	1	dominance	passive
357	#Women have all the privileges. #Men have all the responsibilities. #ObviousChild End feminism today! http://t.co/6n4V9kBtya	1	stereotype	passive
358	Anti-feminist sign..... ('WOMEN' you want to deny men their balls/gender , here is a sign made by Men in response!) http://t.co/pyZ5vlhXhz	1	derailing	passive
359	Show me a video/tv show were an Alpha Male, guy beats down a bad behaved women, it would be great so see that for once	1	dominance	passive
360	When your girls telling you about her day and you really want a bj after https://t.co/LhBd3QTUpE	1	dominance	passive
361	Leo looks at Girl Scout cookies the way I look at pussy before I'm about to eat it https://t.co/nVY6iXLnNv	1	stereotype	passive
362	When she's telling you about her day and she didn't catch your side bitch running out the back door https://t.co/u0BYfJCXOZ	1	stereotype	passive
363	Pro Tip- Shut the fuck up when you're in my presence	1	dominance	active
364	Sometimes you just gotta finger a bitch in public to let her know who's boss https://t.co/T8eSbSoP5N	1	dominance	passive
365	When skinny girls talk about how fat they are https://t.co/wCRVtvuos1	1	stereotype	passive
366	Pro Tip- Stop sweatin these hoes	1	stereotype	active
367	Shoutout to all the single moms that got pregnant thinking they'd keep a man &; celebrate days like today... lol how'd that work out for you	1	stereotype	passive
368	Bad girls get spankings	1	dominance	passive
369	When she's being a snotty little brat so you hit with the 'I mean we can go' https://t.co/RhKyriNS54	1	stereotype	passive
370	When you like her but the pussy is just a little loose for your liking https://t.co/7Qx9PVWTB2	1	stereotype	passive
371	Turns out that you don't need to eat pineapple if you're busting down her throat... She'll never taste it	1	dominance	active
